[INFO] 2024-04-25 12:00:00.192 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:08.641 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:09.663 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:10.692 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:11.711 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:12.736 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:13.761 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:14.785 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:15.823 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:16.847 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:17.867 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:18.903 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:19.939 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:20.961 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:21.987 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:23.008 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:24.035 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:25.068 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:26.082 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:27.102 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:28.121 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:29.147 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:30.168 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:31.185 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:32.204 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:33.248 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:34.296 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:35.317 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:36.341 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:37.375 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:38.421 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:39.651 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:40.671 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:41.693 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:42.719 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:44.780 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:45.803 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:46.823 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:47.871 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:48.885 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:49.921 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:50.992 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:52.018 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:56.315 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:57.782 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:58.878 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:01:59.926 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:02:00.974 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:02:02.080 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
